COOLING DEGREE DAY TOTALS BY MONTH, MISSING=-9999
STDV YEAR    JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANNL
4499 1950     15     0     0     1    70   200   279   248    96    33     0     0    943
4499 1951      0     0     0     3    62   218   346   290   135    46     0     0   1100
4499 1952      1     0     0     7    71   329   403   291   120     7     0     0   1228
4499 1953      1     0     1     7   165   237   383   312   135    33     0     0   1275
4499 1954      0     0     1    19    34   234   340   300   202    51     0     0   1181
4499 1955      0     0     4    15    95   123   437   361   141    25     0     0   1202
4499 1956      0     0     0     2    67   219   322   287    96    33     0     4   1029
4499 1957      0     0     0    19   100   265   337   252   181     8     0     0   1163
4499 1958      0     0     0     5    63   158   387   277   112    15     2     0   1020
4499 1959      0     0     0    13   125   236   334   374   162    41     0     0   1285
4499 1960      0     0     0    28    47   209   291   339   143    20     1     0   1077
4499 1961      0     0     3     0    37   176   330   303   215    23     0     0   1088
4499 1962      0     0     0     5   130   188   242   261    77    28     0     0    933
4499 1963      0     0     6     6    52   187   299   262    71    24     1     0    908
4499 1964      0     0     1     2    88   233   317   232   115     5     0     0    993
4499 1965      0     0     0     4   141   155   299   291   171    12     0     0   1073
4499 1966      0     0     0     1    57   189   363   281    92    10     0     0    993
4499 1967      1     0     2     7    19   171   266   234    56    12     0     0    767
4499 1968      0     0     5     4    39   210   331   342   120    25     1     0   1077
4499 1969      0     0     0     9    74   252   349   243   100    18     0     0   1045
4499 1970      0     0     0     6   101   218   313   299   214    40     0     0   1190
4499 1971      0     0     0     1    41   238   288   243   165    72     0     3   1051
4499 1972      1     0     1     2    44   113   299   249   137    11     0     1    857
4499 1973      0     0     7     2    47   258   317   311   182    30     1     0   1154
4499 1974      6     0     5     7    61   127   292   269    98     7     0     0    872
4499 1975      0     0     0     1    98   208   279   338    99    31     2     0   1057
4499 1976      0     1     6     7    42   208   273   221    98     5     0     0    860
4499 1977      0     0     8    12    93   158   396   346   189    10     0     0   1212
4499 1978      0     0     0     3    44   205   279   348   169    12     1     0   1061
4499 1979      0     0     4     4    65   121   272   287   124    11     1     0    889
4499 1980      0     0     0     7    78   169   378   371   220    15     0     0   1238
4499 1981      0     0     0    16    42   287   326   214    99     8     0     0    991
4499 1982      0     0     0     2   112   164   323   216    95    15     0     1    928
4499 1983      0     0     2     0    51   191   353   358   137    18     0     0   1112
4499 1984      0     0     0     2    61   253   262   292    74    77     0     3   1023
4499 1985      0     0     3    19    83   174   303   245   126    33     9     0    993
4499 1986      0     0     1     7    79   261   409   229   132    34     0     0   1153
4499 1987      0     0     0     1    96   258   408   330   157     3     0     0   1254
4499 1988      0     0     0     2    54   178   370   365    97     2     0     0   1068
4499 1989      1     0     0     1    46   269   317   256   129    20     1     0   1040
4499 1990      4     0     5     4    57   211   363   272   103    32     1     1   1052
4499 1991      0     0     2    12   164   228   395   311   131    21     0     0   1265
4499 1992      0     0     0     4    24   134   357   193   122     8     0     0    842
4499 1993      0     0     0     3    88   218   431   329   157    13     0     0   1238
4499 1994      0     0     1    19    28   289   372   227    95    10     1     1   1044
4499 1995      0     0     3     4    58   196   375   353   106    32     0     0   1127
4499 1996      0     0     0     5    53   234   271   234   110    21     0     0    927
4499 1997      0     0     3     0    26   148   331   236   106    17     0     0    866
4499 1998      1     0     0     8    95   218   338   314   226    26     0     0   1227
4499 1999      1     0     0     7    60   193   408   320   108     8     2     0   1107
4499 2000      0     0     5     3   107   241   240   243    92    21     0     0    954
4599 1931      0     0     0     0    11    18    76    58    11     0     0     0    174
4599 1932      0     0     0     0     3    29    31    51    15     0     0     0    128
4599 1933      0     0     0     0     1    16    54    76     5     0     0     0    152
4599 1934      0     0     0     3     9    24    53    74     8     0     0     0    171
4599 1935      0     0     0     0     3    17    54    43    24     0     0     0    141
4599 1936      0     0     0     1    12    27    62    69     9     1     0     0    180
4599 1937      0     0     0     0     4    24    73    35    16     1     0     0    154
4599 1938      0     0     0     0     4    34    98    35    37     1     0     0    209
4599 1939      0     0     0     0     5    10    70    77    17     0     0     0    181
4599 1940      0     0     0     0    11    38    72    69    32     2     0     0    224
4599 1941      0     0     0     0     3    23   136    67     6     0     0     0    235
4599 1942      0     0     0     0     1    13   104   106    20     0     0     0    245
4599 1943      0     0     0     0     1    12    64    42    27     0     0     0    147
4599 1944      0     0     0     0     4    20    79    50    25     1     0     0    180
4599 1945      0     0     0     0     6    14    82    68     7     0     0     0    177
4599 1946      0     0     0     0     8    11    68    58    13     0     0     0    159
4599 1947      0     0     0     0    14    15    58    38    14     0     0     0    140
4599 1948      0     0     0     0     3    41    38    33     9     0     0     0    124
4599 1949      0     0     0     0    10    14    42    47    25     0     0     0    138
4599 1950      0     0     0     0     1    18    61    68    18     0     0     0    165
4599 1951      0     0     0     0     3    25    74    46    18     0     0     0    166
4599 1952      0     0     0     0     3    11    69    61    24     2     0     0    171
